Common Name,Faculty,Number,Course Title,Schedule,Lecture Hours,Lab Hours,Weight,Description,Prerequisites,Corequisites,Restrictions,Equates,Departments,Offerings,External Course Codes
ECON*2650,ECON,2650,Introductory Development Economics,F,3,0,0.50,"This course introduces students to the economic experience of developing countries, the ways in which economists try to understand it, and the implications for policy. The basic tools of economic analysis as taught in the introductory courses are used to analyse topics that may include theories of growth, trade, education, foreign investment, exchange rates, labour markets, the role of government, environmental sustainability and strategies related to agriculture, population, industry and investment. ","ECON*1050, ECON*1100",,,,Department of Economics and Finance,,

ECON*2720,ECON,2720,Business History,W,3,0,0.50,"This course surveys the evolution of economic activity and organization from before the industrial revolution to the present. Particular attention is given to the changing relationship between technology and business organization, the shift from proprietorship to corporation and the rise of multinational enterprise. Other topics may include the relationship between business and government, the role of the entrepreneur in the process of technical change and the evolution .of work patterns and standards of living. ","ECON*1050, (ECON*1100 or any 1.50 credits in history)",,,,Department of Economics and Finance,,

ECON*2740,ECON,2740,Economic Statistics,"F,W",3,1,0.50,"This course is designed to prepare students conceptually and mathematically for (ECON*2560 or FIN*2000), Theory of Finance and ECON*3740, Introduction to Econometrics. Topics include the summation operator, descriptive statistics, frequency distributions, probability and statistical independence, the binomial distribution, algebra of the expectation operator, discrete bivariate distributions, covariance, variance of a linear function of random variables, the normal and t distributions, sampling distributions, point and interval estimation, hypothesis testing and an introduction to ordinary least squares. Additional topics may be included at the instructor's discretion. Examples and assignment questions are drawn from economics and finance. ","ECON*1100, (ECON*1050, or FARE*1040), (1 of MATH*1000, MATH*1030, MATH*1050, MATH*1080, MATH*1200)",,,,Department of Economics and Finance,,

ECON*2770,ECON,2770,Introductory Mathematical Economics,"F,W",3,0,0.50,This course applies the elements of calculus and matrix algebra to simple microeconomic and macroeconomic problems.,"ECON*1100, (ECON*1050, or FARE*1040), (1 of MATH*1030, MATH*1080, MATH*1200)",,,,Department of Economics and Finance,Also offered through Distance Education format.,

ECON*3100,ECON,3100,Game Theory,W,4,0,0.50,"The course introduces students to non-cooperative game theory, which is an important method of analysis for economics situations involving small numbers of interacting economic agents. The course is centered on the concept of Nash equilibrium, and applies this equilibrium concept to static and dynamic games with full as well as incomplete information. The purpose of the course is to enable students to take any economic situation, find an economic model (game) that depicts the incentives facing the participants, and analyze the game to predict the behaviour of the economic agents. ","ECON*2310, ECON*2410, (ECON*2770 or MATH*1210)",,ECON*3770,,Department of Economics and Finance,,

ECON*3300,ECON,3300,Economics of Health and the Workplace,U,3,0,0.50,"This course will introduce students to concepts of health economics with particular relevance to workplace issues. Topics to be covered include the determinants of health, the demand for and supply of health care, the market for health care providers, health insurance, public and private, the role of health insurance in the labour market, whether not having to provide comprehensive health insurance to their workers gives Canadian firms an edge over their American competitors, workplace health risks and their effects on working conditions and salaries, workplace wellness programs and their evaluation, and the analysis of the cost effectiveness of health interventions. ","ECON*2310, (1 of ECON*2740, PSYC*2010, STAT*2040, STAT*2050, STAT*2060, STAT*2080, STAT*2090, STAT*2100, STAT*2120)",,,,Department of Economics and Finance,,

ECON*3400,ECON,3400,The Economics of Personnel Management,U,3,0,0.50,"In this course, we examine the economics of personnel management in organizations. Using mainstream microeconomic and behavioural economic theory, we will consider such issues as recruitment, promotion, financial and non-financial incentives, compensation, job performance, performance evaluation, and investment in personnel. The interplay between theoretical models and empirical evidence will be emphasized in considering different approaches to the management of personnel. ",ECON*2310 or ECON*2200,,,,Department of Economics and Finance,,

ECON*3500,ECON,3500,Urban Economics,W,3,0,0.50,"Land is a scarce resource and is an input into production and consumption. Transportation costs are important and the structure of a city has real effects on the economic and social activities that occur in it. This course discusses how the price of a good varies by location, how the market price of a property varies over time, and how the structure of cities responds to market forces. The course discusses some public policy and managerial implications of the location dimension. ",ECON*2310,,This is a Priority Access Course. Enrolment may be restricted to particular programs or specializations. See department for more information.,,Department of Economics and Finance,,

ECON*3520,ECON,3520,Labour Economics,F,3,0,0.50,"A study of the labour market, wage determination and the relationship between wages, employment, and prices.","ECON*2310, (1 of ECON*2740, PSYC*2010, STAT*2040, STAT*2050, STAT*2060, STAT*2080, STAT*2090, STAT*2100, STAT*2120)",,,,Department of Economics and Finance,,

ECON*3530,ECON,3530,Industrial Organization,F,3,0,0.50,"This course examines industries in which firms have the potential to exercise market power. Topics include how the competitive environment affects the behaviour of firms, measuring the extent of market power on welfare. The performance of markets under monopolies, dominant firms, cartels and oligopolies is examined and related aspects of Canadian competition policy and regulations are discussed. ","ECON*2310, (ECON*2770 or MATH*1210)",,,,Department of Economics and Finance,,
